id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,minted_market_cap,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
3635,Cronos,CRO,cronos,335,2018-12-14T00:00:00.000Z,"['medium-of-exchange', 'centralized-exchange', 'mobile', 'payments', 'layer-1']",100000000000.0,37344742139.18148,98211409426.43982,False,10216083574.27,,26,97393210558.0,10130973421.907602,,2025-12-06T05:38:00.000Z,0.1040213518361669,18687175.11131753,37.3762,0.05597279,-2.11823394,-4.72843805,-15.30132098,-50.63554337,-60.96398265,3884650561.2907248,0.1275,10402135183.62,,2025-12-06T05:38:00.000Z,,,,,,2025-12-05 23:39:40.433478
11419,Toncoin,TON,toncoin,838,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem', 'cmc-crypto-yearbook-2024-2025', 'binance-ecosystem', 'binance-listing']",,2445884214.391947,5147615180.903649,True,8159472334.99,,27,,,,2025-12-06T05:33:00.000Z,1.585097573970829,83413290.24367006,-3.7681,-0.10718048,0.09784812,-0.22487122,-18.06347805,-44.36017712,-48.67315481,3876965134.446222,0.1272,8159472334.99,,2025-12-06T05:33:00.000Z,,,,,,2025-12-05 23:39:40.433478
27772,PayPal USD,PYUSD,paypal-usd,141,2023-08-21T14:30:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'usd-stablecoin', 'fiat-stablecoin']",,3846371806.628637,3846371806.628637,False,3845012114.89,,28,,,,2025-12-06T05:33:00.000Z,0.9996465001807057,86896901.85700811,11.2833,0.00326298,-0.00888749,0.0140404,0.0084218,0.00645677,0.02147116,3845012114.8900547,0.1261,3845012114.89,,2025-12-06T05:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6c3ea9036406852006290770bedfcaba0e23a0e8,2025-12-05 23:39:40.433478
27075,Mantle,MNT,mantle,209,2023-07-17T11:00:31.000Z,"['ethereum-ecosystem', 'layer-2', 'dwf-labs-portfolio', 'made-in-china', 'neobank']",6219316795.0,3252944055.636841,6219316794.89,False,6690896763.8,,29,3252944055.64,3499598681.4172053,,2025-12-06T05:36:00.000Z,1.075825043885877,133728050.50600395,20.7407,-0.21811819,1.63560978,-0.10776301,-12.09868262,-53.49726654,-6.64012272,3499598681.413807,0.1148,6690896763.92,,2025-12-06T05:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2025-12-05 23:39:40.433478
7083,Uniswap,UNI,uniswap,1349,2020-09-17T00:00:00.000Z,"['decentralized-exchange-dex-token', 'defi', 'dao', 'ethereum-ecosystem', 'yield-farming', 'amm', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-portfolio', 'polygon-ecosystem', 'terra-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cmc-crypto-awards-2024', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem']",,630330527.7099,1000000000.0,False,5501526666.22,,30,,,,2025-12-06T05:37:00.000Z,5.501526666216385,267144782.37460253,9.5307,0.29325479,-6.67057042,-10.7272533,3.99389855,-33.58666551,-41.59493192,3467780206.726261,0.1137,5501526666.22,,2025-12-06T05:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,2025-12-05 23:39:40.433478
6636,Polkadot,DOT,polkadot-new,996,2020-08-19T00:00:00.000Z,"['defi', 'ethereum-ecosystem', 'substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'heco-ecosystem', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'arbitrum-ecosystem', 'spartan-group', 'optimism-ecosystem', 'osmosis-ecosystem', 'base-ecosystem', 'gnosis-chain-ecosystem', 'binance-ecosystem', 'binance-listing']",,1642602304.312296,1642602304.312296,True,3464931899.72,,31,,,,2025-12-06T05:35:00.000Z,2.1094161932103126,163511751.91608796,2.4625,-0.11902599,-6.70483025,-7.67547994,-19.64242787,-51.70451368,-45.25897198,3464931899.7209306,0.1136,3464931899.72,,2025-12-06T05:35:00.000Z,,,,,,2025-12-05 23:39:40.433478
22974,Bittensor,TAO,bittensor,231,2023-03-06T05:20:00.000Z,"['ai-big-data', 'distributed-computing', 'oracles', 'dao', 'polychain-capital-portfolio', 'dcg-portfolio', 'open-source', 'generative-ai', 'layer-1', 'depin', 'cmc-crypto-yearbook-2024-2025', 'binance-ecosystem', 'binance-listing', 'bittensor-ecosystem', 'robotics']",21000000.0,10439016.81721449,21000000.0,False,5818641331.31,,32,,,,2025-12-06T05:36:00.000Z,277.0781586336106,140893547.57588083,-26.7521,0.05651411,-3.10334159,-7.71697845,-29.28674677,-21.14374719,-14.14921606,2892423557.6590853,0.0949,5818641331.31,,2025-12-06T05:36:00.000Z,22974.0,Bittensor,TAO,bittensor,0,2025-12-05 23:39:40.433478
7278,Aave,AAVE,aave,1197,2020-10-02T00:00:00.000Z,"['defi', 'dao', 'ethereum-ecosystem', 'yield-farming', 'three-arrows-capital-portfolio', 'governance', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'lending-borowing', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'framework-ventures-portfolio', 'alameda-research-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'polygon-ecosystem', 'fantom-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'optimism-ecosystem', 'standard-crypto-portfolio', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,15276345.90090248,16000000.0,False,2939857225.15,,33,,,0.0841835,2025-12-06T05:34:00.000Z,183.74107657215993,203435628.84780687,7.1212,0.14500243,-3.6644576,-1.17266222,-8.63839078,-38.08459279,-39.23546714,2806892241.920524,0.0921,2939857225.15,33342545169.0,2025-12-06T05:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9,2025-12-05 23:39:40.433478
36148,World Liberty Financial USD,USD1,usd1,725,2025-04-13T05:37:56.000Z,"['stablecoin', 'usd-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'wlfi-ecosystem']",,2697711039.7011933,2697711039.7011933,False,2695821792.27,,34,,,,2025-12-06T05:34:00.000Z,0.9992996850291049,275889195.46838444,2.1616,0.00280594,0.01336709,-0.02574736,0.03254995,-0.04006892,-0.01206928,2695821792.2729416,0.0884,2695821792.27,,2025-12-06T05:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0x8d0D000Ee44948FC98c9B98A4FA4921476f08B0d,2025-12-05 23:39:40.433478
11092,Bitget Token,BGB,bitget-token-new,43,2021-07-29T00:00:00.000Z,"['centralized-exchange', 'ethereum-ecosystem', 'made-in-china']",919992035.98,696877356.8719022,919992035.9787906,False,3196719816.84,,35,,,,2025-12-06T05:37:00.000Z,3.474725532198938,64839121.14818374,11.0066,-0.00189111,-1.66471334,-4.1626027,-15.06428924,-38.61286092,-28.1438488,2421457544.73411,0.0794,3196719816.84,,2025-12-06T05:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0x54D2252757e1672EEaD234D27B1270728fF90581,2025-12-05 23:39:40.433478
36341,Aster,ASTER,aster,372,2025-04-25T06:46:11.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'dex', 'bnb-chain-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins', 'made-in-china']",8000000000.0,2217079180.973094,7922139508.973094,False,7937881245.06,,36,,,,2025-12-06T05:38:00.000Z,1.0019870561572606,226765264.39638802,-15.8183,-0.02503837,-3.0672101,-9.41882421,-8.22593838,-51.26674531,1087.36878265,2221484641.810781,0.0729,8015896449.26,,2025-12-06T05:38:00.000Z,1839.0,BNB Smart Chain (BEP20),BNB,bnb,0x000Ae314E2A2172a039B26378814C252734f556A,2025-12-05 23:39:40.433478
3897,OKB,OKB,okb,195,2019-04-30T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'ethereum-ecosystem', 'alameda-research-portfolio', 'x1-ecosystem', 'okexchain-ecosystem', 'x-layer-ecosystem', 'xlayer-ecosystem', 'made-in-china']",21000000.0,21000000.0,21000000.0,False,2214758108.98,,37,246638974.0,26011698459.877403,,2025-12-06T05:38:00.000Z,105.4646718562712,38530894.43487322,-26.0898,0.71398012,-2.33873828,-3.56900375,-13.32339807,-54.32151415,-48.88767019,2214758108.981695,0.0727,2214758108.98,,2025-12-06T05:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0x75231f58b43240c9718dd58b4967c5114342a86c,2025-12-05 23:39:40.433478
37263,Canton,CC,canton-network,54,2025-07-08T04:07:45.000Z,"['proof-of-authority', 'store-of-value', 'enterprise-solutions', 'privacy', 'interoperability', 'scaling', 'smart-contracts', 'layer-1', 'binance-ecosystem', 'binance-listing', 'privacy-blockchain']",,35791480227.84969,35791480227.84969,True,2160127479.85,,38,35788749679.35,2159962682.7262464,,2025-12-06T05:36:00.000Z,0.060353119404239444,20242649.95367561,-6.393,-0.16139868,-14.78428025,-28.96144392,-60.20480037,-60.20480037,-60.20480037,2160127479.8458877,0.0708,2160127479.85,,2025-12-06T05:36:00.000Z,,,,,,2025-12-05 23:39:40.433478
6535,NEAR Protocol,NEAR,near-protocol,597,2020-08-11T00:00:00.000Z,"['platform', 'ai-big-data', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'arrington-xrp-capital-portfolio', 'coinfund-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'near-protocol-ecosystem', 'cross-chain', 'circle-ventures-portfolio', 'layer-1', 'alleged-sec-securities', 'modular-blockchain', 'account-abstraction', 'data-availability', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,1281764830.0,1281764830.0,False,2143827113.94,,39,1209202633.0,2022462568.9510958,,2025-12-06T05:37:00.000Z,1.672558853046341,185150000.88799545,6.6589,-0.12934978,-5.81588361,-11.91121866,-12.87514666,-44.98014256,-31.53877831,2143827113.9399383,0.0703,2143827113.94,,2025-12-06T05:37:00.000Z,,,,,,2025-12-05 23:39:40.433478
1321,Ethereum Classic,ETC,ethereum-classic,681,2016-07-24T00:00:00.000Z,"['mineable', 'pow', 'ethash', 'platform', 'smart-contracts', 'dcg-portfolio', 'layer-1', '2017-2018-alt-season', 'ethereum-classic-ecosystem', 'binance-ecosystem', 'binance-listing']",210700000.0,154604337.1839066,210700000.0,False,2776212796.87,,40,,,,2025-12-06T05:38:00.000Z,13.17614046924576,75685228.4637983,15.8248,-0.19214318,-3.91170968,-4.95670026,-8.67179269,-34.19973204,-35.33683379,2037088463.889789,0.0668,2776212796.87,,2025-12-06T05:38:00.000Z,,,,,,2025-12-05 23:39:40.433478
30171,Ethena,ENA,ethena,398,2024-03-29T04:42:08.000Z,"['defi', 'ethereum-ecosystem', 'binance-labs-portfolio', 'okx-ventures-portfolio', 'cmc-crypto-yearbook-2024-2025', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",15000000000.0,7690625000.0,15000000000.0,False,3929422393.34,,41,1479139274.0,387477532.4083984,0.29058616,2025-12-06T05:37:00.000Z,0.26196149288941023,229102806.76530686,15.7078,0.61328009,-6.72336331,-6.75391149,-19.50311218,-56.55273239,-64.8566478,2014647606.2526205,0.0661,3929422393.34,6933047270.66707,2025-12-06T05:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0x57e114B691Db790C35207b2e685D4A43181e6061,2025-12-05 23:39:40.433478
35697,Pi,PI,pi,66,2025-02-11T07:16:10.000Z,"['layer-1', 'mobile-mining']",100000000000.0,8346154501.006946,100000000000.0,False,22974265227.65,,42,8346154501.01,1917467671.3711548,,2025-12-06T05:36:00.000Z,0.22974265227646035,18319980.73006601,19.4813,1.35107746,0.25769672,-7.16857187,3.57436449,-13.67005845,-33.36119399,1917467671.3704531,0.0629,22974265227.65,,2025-12-06T05:36:00.000Z,,,,,,2025-12-05 23:39:40.433478
8916,Internet Computer,ICP,internet-computer,390,2021-03-23T00:00:00.000Z,"['platform', 'ai-big-data', 'smart-contracts', 'polychain-capital-portfolio', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio', 'icp-ecosystem', 'internet-computer-ecosystem', 'layer-1', 'alleged-sec-securities', 'depin', 'binance-ecosystem', 'binance-listing']",,541503908.5639964,541503908.5639964,True,1897162034.13,,43,541503908.56,1897162034.1131022,,2025-12-06T05:37:00.000Z,3.5035057072037588,106164156.12736925,9.6219,-0.50676646,-2.58287035,-15.07548226,-39.42953228,-23.86876265,-27.36462522,1897162034.1271038,0.0622,1897162034.13,,2025-12-06T05:37:00.000Z,,,,,,2025-12-05 23:39:40.433478
24478,Pepe,PEPE,pepe,630,2023-04-17T06:18:08.000Z,"['memes', 'ethereum-ecosystem', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem']",420689899653542.56,420689899653542.56,420689899653542.56,False,1837281666.6,,44,,,,2025-12-06T05:37:00.000Z,4.367306341586768e-06,320087248.4185799,-10.6953,0.00308194,-6.99269184,-5.57613663,-22.94906894,-57.16258417,-55.34882845,1837281666.5984175,0.0603,1837281666.6,,2025-12-06T05:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6982508145454ce325ddbe47a25d4ec3d2311933,2025-12-05 23:39:40.433478
5176,Tether Gold,XAUt,tether-gold,280,2020-02-07T00:00:00.000Z,"['ethereum-ecosystem', 'tokenized-gold', 'real-world-assets-protocols', 'tokenized-assets', 'tokenized-commodities']",,377737.6417,522089.3,False,2194436251.61,,45,48450.0,203644158.94077763,0.7221708,2025-12-06T05:37:00.000Z,4203.18181508313,15838491274.755522,-7.059,0.01293989,-0.26846822,-0.27600657,5.62150084,5.90526087,16.67215979,1587699986.4658267,0.0521,2194436251.61,2198510364.0,2025-12-06T05:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0x68749665FF8D2d112Fa859AA293F07A622782F38,2025-12-05 23:39:40.433478
21159,Ondo,ONDO,ondo-finance,390,2024-01-18T12:06:25.000Z,"['ethereum-ecosystem', 'real-world-assets-protocols', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,3159107529.0,10000000000.0,False,4650295157.11,,46,,,0.79337849,2025-12-06T05:36:00.000Z,0.465029515711456,51891144.62628236,-7.0333,-0.05061451,-4.34918262,-10.29160839,-23.04940232,-51.77643,-48.79800968,1469078244.2912846,0.0482,4650295157.11,1851673910.0,2025-12-06T05:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xfaba6f8e4a5e8ab82f62fe7c39859fa577269be3,2025-12-05 23:39:40.433478
4705,PAX Gold,PAXG,pax-gold,316,2019-09-26T00:00:00.000Z,"['ethereum-ecosystem', 'tokenized-gold', 'real-world-assets-protocols', 'binance-ecosystem', 'binance-listing', 'tokenized-assets', 'tokenized-commodities']",,339742.964,339742.964,True,1431195247.41,,47,,,,2025-12-06T05:35:00.000Z,4212.582449282652,133369630.45426524,37.9804,0.03507182,-0.32699218,-0.57283159,5.78765777,5.91073736,16.23012449,1431195247.413668,0.0469,1431195247.41,,2025-12-06T05:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0x45804880de22913dafe09f4980848ece6ecbaf78,2025-12-05 23:39:40.433478
20396,Kaspa,KAS,kaspa,208,2022-06-01T00:03:58.000Z,"['mineable', 'dag', 'pow', 'store-of-value', 'polychain-capital-portfolio', 'layer-1', 'made-in-america', 'binance-ecosystem', 'binance-listing']",28704026601.0,26988695229.225876,26988695229.225876,False,1424916069.06,,48,26988424466.64,1424901773.6702933,,2025-12-06T05:37:00.000Z,0.05279677498149601,26381155.73880118,-5.4227,-0.53129818,-2.8015657,-9.92351653,15.88178677,-33.18818899,-32.56997607,1424916069.0616133,0.0467,1515480033.52,,2025-12-06T05:37:00.000Z,,,,,,2025-12-05 23:39:40.433478
35491,MemeCore,M,memecore,101,2025-07-03T09:16:58.000Z,"['memes', 'bnb-chain-ecosystem', 'layer-1', 'binance-alpha', 'binance-alpha-airdrops', 'binance-ecosystem', 'binance-listing']",10000000000.0,1039501066.0,5264317858.42,False,6982804091.15,,49,1579304706.25,2094853627.8697827,,2025-12-06T05:35:00.000Z,1.3264404389979527,20592744.51046526,-0.341,-0.1890233,2.91459591,-4.55160848,-45.54247975,-36.01389244,-27.3450047,1378836250.3238797,0.0452,13264404389.98,,2025-12-06T05:35:00.000Z,1839.0,BNB Smart Chain (BEP20),BNB,bnb,0x22b1458e780f8fa71e2f84502cee8b5a3cc731fa,2025-12-05 23:39:40.433478
13502,Worldcoin,WLD,worldcoin-org,508,2021-10-28T15:31:43.000Z,"['defi', 'zero-knowledge-proofs', 'identity', 'ethereum-ecosystem', 'governance', 'blockchain-capital-portfolio', 'a16z-portfolio', 'token', 'optimism-ecosystem', 'world-chain-mainnet-ecosystem', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,2388035725.0141344,10000000000.0,False,5747325138.7,,50,2388035725.01,1372481775.4467683,,2025-12-06T05:37:00.000Z,0.5747325138701687,109107987.3911723,30.924,-0.4602051,-6.06833111,-11.26788496,-20.05243338,-56.16750256,-43.77942004,1372481775.4491444,0.045,5747325138.7,,2025-12-06T05:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0x163f8c2467924be0ae7b5347228cabf260318753,2025-12-05 23:39:40.433478
1,Bitcoin,BTC,bitcoin,12492,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19958140.0,19958140.0,False,1787593367258.61,,1,,,,2025-12-06T05:38:00.000Z,89567.13237098284,61349821323.3439,1.6847,-0.09432323,-2.59160906,-1.48472705,-13.1775186,-28.09886645,-19.0919458,1787593367258.6074,58.6545,1880909779790.64,,2025-12-06T05:38:00.000Z,,,,,,2025-12-05 23:40:41.394751
1027,Ethereum,ETH,ethereum,11232,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sophon-ecosystem']",,120695413.63348152,120695413.63348152,True,366508553590.55,,2,,,,2025-12-06T05:38:00.000Z,3036.6402712163717,26396286844.41292,5.0553,0.06192536,-3.76395473,-0.15082003,-10.62121017,-35.68939825,-29.37599197,366508553590.5475,12.0259,366508553590.55,,2025-12-06T05:38:00.000Z,,,,,,2025-12-05 23:40:41.394751
825,Tether USDt,USDT,tether,160851,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,185632101181.92792,187859713287.11044,True,187913386097.26,,3,,,,2025-12-06T05:38:00.000Z,1.0002857068671718,94228555025.75752,3.3176,0.00157939,0.00767344,-0.00034347,0.04064656,-0.01058167,0.01743038,185685137548.0031,6.0927,187913386097.26,,2025-12-06T05:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-12-05 23:40:41.394751
52,XRP,XRP,xrp,1764,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",100000000000.0,60331635327.0,99985752852.0,False,203924990044.71,,4,,,,2025-12-06T05:38:00.000Z,2.039540476797377,3115806359.539772,-5.1049,0.00520595,-1.95814855,-6.71986267,-12.62680153,-31.91712228,-27.82275167,123048812280.79504,4.0375,203954047679.74,,2025-12-06T05:38:00.000Z,,,,,,2025-12-05 23:40:41.394751
1839,BNB,BNB,bnb,2996,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",137736007.65,137736007.65,137736007.65,False,121669431959.37,,5,,,,2025-12-06T05:38:00.000Z,883.3523929962319,1915372407.1846328,5.4916,-0.33557403,-1.78344261,-0.02765477,-7.34060531,-29.48232926,1.80143241,121669431959.3748,3.9922,121669431959.37,,2025-12-06T05:38:00.000Z,,,,,,2025-12-05 23:40:41.394751
3408,USDC,USDC,usd-coin,35165,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",,78156579762.84422,78156579762.84422,False,78153924754.0,,6,60901219650.23,60899150812.55829,,2025-12-06T05:36:00.000Z,0.9999660296183952,12238276306.061605,9.9309,0.0016147,0.02128809,0.00153137,0.01867159,0.02066577,0.01023306,78153924754.00476,2.563,78153924754.0,,2025-12-06T05:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-12-05 23:40:41.394751
5426,Solana,SOL,solana,1057,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,559895743.0167146,615485189.4587709,True,81901755787.46,,7,525236893.3,69892540880.5495,,2025-12-06T05:35:00.000Z,133.06860537047027,4256101378.6488185,4.5696,-0.2235323,-3.6071719,-3.2620342,-16.77794681,-43.31550659,-34.47351404,74504545676.09743,2.4434,81901755787.46,,2025-12-06T05:35:00.000Z,,,,,,2025-12-05 23:40:41.394751
1958,TRON,TRX,tron,1264,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94679347434.76659,94679340449.14128,True,27192418766.09,,8,94667886298.43,27189129072.043053,,2025-12-06T05:39:00.000Z,0.28720540972397274,642215827.8423735,2.2192,0.04420869,0.40623851,2.00220473,-0.21730008,-16.8917652,-12.6511149,27192420772.400505,0.8922,27192418766.09,,2025-12-06T05:39:00.000Z,,,,,,2025-12-05 23:40:41.394751
74,Dogecoin,DOGE,dogecoin,1354,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,161584292798.57907,161584292798.57907,True,22523267660.9,,9,,,,2025-12-06T05:38:00.000Z,0.1393902047705829,1242918805.4786804,6.3053,-0.16956724,-4.73987911,-7.14983634,-15.29360319,-47.70754351,-35.79199909,22523267660.90376,0.7387,22523267660.9,,2025-12-06T05:38:00.000Z,,,,,,2025-12-05 23:40:41.394751
